year,state,demVotes,gopVotes,otherVotes,totalVotes,demShareTotal,gopShareTotal,demShareTwoParty,gopShareTwoParty,differenceTotal,differenceTwoParty
1996,VT,137894,80352,40203,258449,0.5335443356329489,0.31090079667555304,0.6318283038406202,0.3681716961593798,0.04177145978832392,0.08446467795352819
2000,VT,149022,119775,25511,294308,0.5063470921619528,0.4069716079753184,0.554403508967734,0.445596491032266,0.023402316009842217,0.051742685274265954
2004,VT,184067,121180,7062,312309,0.5893746257712714,0.38801315363950445,0.6030100213925116,0.39698997860748836,0.10691977207147957,0.11540176490512688
2008,VT,219262,98974,6810,325046,0.6745568319560924,0.30449228724549754,0.688991817393381,0.311008182606619,0.1457267144998624,0.15210338029389803
2012,VT,199239,92698,7353,299290,0.665705503023823,0.3097263523672692,0.6824725882639062,0.3175274117360937,0.15540922355279285,0.16288953602461476
2016,VT,178573,95369,46525,320467,0.5572274212321393,0.29759382401308093,0.6518642632382037,0.34813573676179627,0.07579619624467027,0.14073188867228814
2020,VT,242820,112704,11904,367428,0.6608641693066397,0.3067376465593259,0.6829918655280656,0.3170081344719344,0.14767918468983465,0.16028464830852207
1976,WA,717323,777732,60479,1555534,0.46114260440466104,0.49997749968821,0.47979706432204833,0.5202029356779516,-0.03916580963322536,-0.03070708833912733
1980,WA,650193,865244,226957,1742394,0.3731607202504141,0.4965834363525127,0.429046539051112,0.570953460948888,-0.03703858284329048,-0.017930962179114107
1984,WA,798352,1051670,24888,1874910,0.42580817212559535,0.5609175907110208,0.4315364898363371,0.5684635101636629,0.020344966045128643,0.023290168065992378
1988,WA,933516,903835,27902,1865253,0.5004768790078343,0.48456429235068915,0.5080771175458582,0.49192288245414184,0.04398028138039173,0.047092552005979504
1992,WA,993037,731234,563294,2287565,0.43410220037463415,0.31965605348919046,0.5759170107251123,0.42408298927488774,0.004327845208686398,0.04111711767485271
1996,WA,1123323,840712,289802,2253837,0.49840472048333573,0.3730136651408243,0.5719465284478128,0.4280534715521872,0.006631844638710749,0.02458290256072082
2000,WA,1247652,1108864,130917,2487433,0.5015821531675426,0.44578647947502503,0.5294477100940541,0.4705522899059459,0.018637377015432,0.02678688640058602
2004,WA,1510201,1304894,43989,2859084,0.5282114831183694,0.45640281992414355,0.5364653768345296,0.46353462316547045,0.045756629418577555,0.048857120347144845
2008,WA,1750848,1229216,56814,3036878,0.5765289221364835,0.40476304942114893,0.5875202680210895,0.4124797319789105,0.04769880468025356,0.0506318309216065
2012,WA,1755396,1290670,79450,3125516,0.5616339829967276,0.4129462143210913,0.5762829827062185,0.42371701729378153,0.05133770352569744,0.05669993046692701
2016,WA,1742718,1221747,352554,3317019,0.5253868006182659,0.3683268018663746,0.5878693120006476,0.4121306879993523,0.043955575630796884,0.07673693743473209
2020,WA,2369612,1584651,106282,4060545,0.5835699395031948,0.39025574153223275,0.599255031847907,0.4007449681520931,0.07038495488638974,0.07654781462836346
1976,WI,1040232,1004987,56117,2101336,0.4950336357441171,0.4782609730190698,0.5086164366749967,0.4913835633250033,-0.005274778293769322,-0.0018877159861789838
1980,WI,981584,1088845,202792,2273221,0.4318031550825899,0.47898774470234085,0.4740969142143971,0.5259030857856029,0.021603851988885314,0.027119412984170976
1984,WI,995740,1198584,17365,2211689,0.4502170060980545,0.5419315283477921,0.45377984290378265,0.5462201570962173,0.044753800017587775,0.04553352113343795
1988,WI,1126794,1047499,17315,2191608,0.5141403024628491,0.47795910582549433,0.5182346629456104,0.4817653370543896,0.05764370483540654,0.057250097405731726
1992,WI,1041066,930855,559143,2531064,0.4113155574098482,0.36777220963199664,0.5279450850211544,0.4720549149788455,-0.018458797756099543,-0.006854808029105097
1996,WI,1071971,845029,279169,2196169,0.48810952162606797,0.3847741225743556,0.5591919666145019,0.4408080333854982,-0.0036633542185570134,0.011828340727409903
2000,WI,1242987,1237279,118341,2598607,0.47832819660687437,0.4761316351414431,0.5011506830315781,0.49884931696842194,-0.004616579545236255,-0.001510140661890036
2004,WI,1489504,1478120,29383,2997007,0.49699717084411216,0.49319871458425024,0.5019180327426924,0.4980819672573075,0.014542317144320305,0.014309776255307716
2008,WI,1677211,1262393,43813,2983417,0.5621778651794235,0.4231366248834809,0.5705567824781841,0.42944321752181586,0.03334774772319349,0.033668345378701114
2012,WI,1620985,1410966,39483,3071434,0.5277616253515459,0.4593834671361976,0.5346342998287241,0.4653657001712759,0.017465345880515737,0.01505124758943266
2016,WI,1382536,1405284,188330,2976150,0.4645384137224266,0.4721818456731012,0.49592010961970284,0.5040798903802971,-0.01689281126504244,-0.015212264946212695
2020,WI,1630866,1610184,56991,3298041,0.4944953686142774,0.48822437319608825,0.5031906326653399,0.4968093673346601,-0.018689616002527665,-0.019516584554203575
1976,WV,435864,314726,0,750590,0.5806951864533234,0.4193048135466766,0.5806951864533234,0.4193048135466766,0.08038677241543701,0.07019103379214775
1980,WV,367462,334206,36047,737715,0.49810834807479853,0.45302860860901567,0.5236978172012975,0.4763021827987025,0.08790904498109398,0.07672031597107137
1984,WV,328125,405483,2134,735742,0.44597834567008543,0.551121181066189,0.44727565675401576,0.5527243432459842,0.04051513958961872,0.03902933498367106
1988,WV,341016,310065,2230,653311,0.5219811085378939,0.47460550947404834,0.5237689319762058,0.4762310680237943,0.06548451091045132,0.06278436643632712
1992,WV,331001,241974,110702,683677,0.4841482161898089,0.35393029164356854,0.5776883808194074,0.4223116191805925,0.05437386102386116,0.04288848776914789
1996,WV,327812,233946,74701,636459,0.515055958042859,0.3675743449303097,0.5835466517610786,0.4164533482389214,0.023283082198233995,0.036183025873986585
2000,WV,295497,336475,16152,648124,0.4559266436669526,0.5191521992705099,0.46757925984062587,0.5324207401593741,-0.027018132485157997,-0.035081563852842224
2004,WV,326541,423778,5473,755792,0.43205141097021404,0.5607071786946674,0.43520289370254517,0.5647971062974548,-0.05040344272957781,-0.05240536278483954
2008,WV,303857,397466,12128,713451,0.42589750382296754,0.5571034310695478,0.4332625623286275,0.5667374376713725,-0.10293261363326245,-0.1036258747708555
2012,WV,238269,417655,14514,670438,0.3553930415638732,0.6229584241943327,0.36325702367957263,0.6367429763204273,-0.154903237907157,-0.15632602855971883
2016,WV,188794,489371,34886,713051,0.26476928017771517,0.6863057481161936,0.27838947748704224,0.7216105225129578,-0.21666194480975387,-0.2327428970788733
2020,WV,235984,545382,13286,794652,0.29696521244519614,0.6863155192461606,0.3020146768607797,0.6979853231392202,-0.21621977217160893,-0.2206925403587638
1976,WY,62239,92717,1387,156343,0.39809265525159426,0.5930358250769142,0.40165595394821757,0.5983440460517825,-0.10221575878629213,-0.10884819871295809
1980,WY,49427,110700,16586,176713,0.27970211586018007,0.6264394809663126,0.3086737402187014,0.6913262597812986,-0.1304971872335245,-0.1383037610115247
1984,WY,53370,133241,2357,188968,0.28242877100884806,0.7050982176876508,0.28599600237928097,0.7140039976207191,-0.12303443507161865,-0.12225031939106373
1988,WY,67113,106867,2571,176551,0.3801337857049804,0.6053038498790718,0.38575123577422693,0.6142487642257731,-0.07636281192246219,-0.07523332976565172
1992,WY,68160,79347,52377,199884,0.34099777871165277,0.3969652398391067,0.46207976570603426,0.5379202342939657,-0.08877657645429499,-0.07272012734422528
1996,WY,77934,105388,28249,211571,0.3683586124752447,0.4981211980848037,0.42512082565104026,0.5748791743489597,-0.12341426336938027,-0.12224280023605172
2000,WY,60481,147947,5298,213726,0.282983820405566,0.6922274313841086,0.2901769435968296,0.7098230564031704,-0.1999609557465446,-0.2124838800966385
2004,WY,70776,167629,5456,243861,0.2902309102316484,0.6873956885274808,0.29687296826828297,0.7031270317317171,-0.19222394346814348,-0.19073528821910174
2008,WY,82868,164958,7078,254904,0.32509493770203685,0.6471377459749553,0.3343797664490409,0.6656202335509591,-0.20373517975419314,-0.2025086706504421
2012,WY,69286,170962,10453,250701,0.2763690611525283,0.6819358518713527,0.2883936598847857,0.7116063401152143,-0.23392721831850188,-0.23118939235450575
2016,WY,55973,174419,28396,258788,0.2162890087639303,0.6739841105460841,0.2429468037084621,0.7570531962915379,-0.26514221622353873,-0.2681855708574534
2020,WY,73491,193559,9715,276765,0.26553574332014523,0.6993622748541181,0.27519565624414905,0.724804343755851,-0.24764924129665983,-0.24751156097539445
